angle,intensity
5.0,22.0
5.01,20.0
5.02,20.0
5.03,37.0
5.04,32.0
5.05,29.0
5.06,34.0
5.07,26.0
5.08,23.0
5.09,26.0
5.1,21.0
5.11,23.0
5.12,23.0
5.13,33.0
5.14,24.0
5.15,27.0
5.16,23.0
5.17,25.0
5.18,17.0
5.19,30.0
5.2,28.0
5.21,18.0
5.22,31.0
5.23,25.0
5.24,33.0
5.25,34.0
5.26,31.0
5.27,27.0
5.28,28.0
5.29,30.0
5.3,35.0
5.31,32.0
5.32,30.0
5.33,28.0
5.34,30.0
5.35,32.0
5.36,31.0
5.37,31.0
5.38,28.0
5.39,36.0
5.4,23.0
5.41,36.0
5.42,24.0
5.43,22.0
5.44,45.0
5.45,35.0
5.46,35.0
5.47,34.0
5.48,31.0
5.49,26.0
5.5,32.0
5.51,26.0
5.52,41.0
5.53,31.0
5.54,47.0
5.55,29.0
5.56,25.0
5.57,29.0
5.58,34.0
5.59,28.0
5.6,34.0
5.61,25.0
5.62,34.0
5.63,41.0
5.64,35.0
5.65,27.0
5.66,41.0
5.67,27.0
5.68,36.0
5.69,30.0
5.7,34.0
5.71,24.0
5.72,26.0
5.73,20.0
5.74,35.0
5.75,28.0
5.76,31.0
5.77,36.0
5.78,30.0
5.79,29.0
5.8,22.0
5.81,20.0
5.82,37.0
5.83,35.0
5.84,17.0
5.85,29.0
5.86,33.0
5.87,34.0
5.88,32.0
5.89,33.0
5.9,24.0
5.91,21.0
5.92,26.0
5.93,24.0
5.94,27.0
5.95,18.0
5.96,29.0
5.97,30.0
5.98,31.0
5.99,24.0
6.0,21.0
6.01,27.0
6.02,21.0
6.03,19.0
6.04,18.0
6.05,16.0
6.06,19.0
6.07,20.0
6.08,19.0
6.09,23.0
6.1,18.0
6.11,21.0
6.12,28.0
6.13,23.0
6.14,20.0
6.15,25.0
6.16,20.0
6.17,15.0
6.18,18.0
6.19,25.0
6.2,15.0
6.21,24.0
6.22,16.0
6.23,19.0
6.24,28.0
6.25,23.0
6.26,23.0
6.27,21.0
6.28,17.0
6.29,22.0
6.3,24.0
6.31,24.0
6.32,18.0
6.33,16.0
6.34,23.0
6.35,18.0
6.36,17.0
6.37,16.0
6.38,25.0
6.39,15.0
6.4,16.0
6.41,22.0
6.42,24.0
6.43,15.0
6.44,20.0
6.45,14.0
6.46,22.0
6.47,18.0
6.48,11.0
6.49,21.0
6.5,22.0
6.51,23.0
6.52,12.0
6.53,16.0
6.54,24.0
6.55,16.0
6.56,17.0
6.57,22.0
6.58,17.0
6.59,16.0
6.6,20.0
6.61,28.0
6.62,17.0
6.63,22.0
6.64,23.0
6.65,21.0
6.66,12.0
6.67,17.0
6.68,24.0
6.69,19.0
6.7,20.0
6.71,20.0
6.72,20.0
6.73,25.0
6.74,14.0
6.75,28.0
6.76,13.0
6.77,21.0
6.78,22.0
6.79,20.0
6.8,18.0
6.81,18.0
6.82,26.0
6.83,12.0
6.84,15.0
6.85,14.0
6.86,26.0
6.87,19.0
6.88,25.0
6.89,12.0
6.9,19.0
6.91,14.0
6.92,19.0
6.93,15.0
6.94,17.0
6.95,11.0
6.96,22.0
6.97,11.0
6.98,15.0
6.99,24.0
7.0,20.0
7.01,22.0
7.02,25.0
7.03,17.0
7.04,21.0
7.05,18.0
7.06,21.0
7.07,18.0
7.08,21.0
7.09,16.0
7.1,18.0
7.11,14.0
7.12,23.0
7.13,20.0
7.14,25.0
7.15,23.0
7.16,23.0
7.17,18.0
7.18,14.0
7.19,11.0
7.2,15.0
7.21,20.0
7.22,14.0
7.23,25.0
7.24,11.0
7.25,30.0
7.26,12.0
7.27,13.0
7.28,21.0
7.29,23.0
7.3,20.0
7.31,24.0
7.32,15.0
7.33,14.0
7.34,24.0
7.35,17.0
7.36,17.0
7.37,23.0
7.38,28.0
7.39,16.0
7.4,16.0
7.41,15.0
7.42,16.0
7.43,20.0
7.44,26.0
7.45,13.0
7.46,21.0
7.47,21.0
7.48,15.0
7.49,21.0
7.5,22.0
7.51,18.0
7.52,23.0
7.53,23.0
7.54,15.0
7.55,17.0
7.56,23.0
7.57,29.0
7.58,30.0
7.59,22.0
7.6,21.0
7.61,19.0
7.62,14.0
7.63,22.0
7.64,18.0
7.65,20.0
7.66,25.0
7.67,25.0
7.68,18.0
7.69,19.0
7.7,17.0
7.71,21.0
7.72,18.0
7.73,23.0
7.74,26.0
7.75,22.0
7.76,19.0
7.77,25.0
7.78,21.0
7.79,17.0
7.8,19.0
7.81,25.0
7.82,13.0
7.83,17.0
7.84,19.0
7.85,14.0
7.86,15.0
7.87,22.0
7.88,22.0
7.89,24.0
7.9,22.0
7.91,23.0
7.92,19.0
7.93,14.0
7.94,23.0
7.95,19.0
7.96,25.0
7.97,17.0
7.98,21.0
7.99,21.0
8.0,18.0
8.01,19.0
8.02,22.0
8.03,19.0
8.04,26.0
8.05,16.0
8.06,18.0
8.07,22.0
8.08,23.0
8.09,25.0
8.1,14.0
8.11,25.0
8.12,18.0
8.13,20.0
8.14,21.0
8.15,19.0
8.16,23.0
8.17,15.0
8.18,23.0
8.19,15.0
8.2,22.0
8.21,19.0
8.22,25.0
8.23,25.0
8.24,13.0
8.25,15.0
8.26,22.0
8.27,15.0
8.28,15.0
8.29,22.0
8.3,10.0
8.31,17.0
8.32,25.0
8.33,16.0
8.34,12.0
8.35,22.0
8.36,19.0
8.37,17.0
8.38,24.0
8.39,14.0
8.4,20.0
8.41,16.0
8.42,16.0
8.43,20.0
8.44,25.0
8.45,18.0
8.46,16.0
8.47,17.0
8.48,13.0
8.49,23.0
8.5,22.0
8.51,13.0
8.52,18.0
8.53,21.0
8.54,23.0
8.55,23.0
8.56,15.0
8.57,12.0
8.58,18.0
8.59,20.0
8.6,12.0
8.61,17.0
8.62,15.0
8.63,17.0
8.64,16.0
8.65,13.0
8.66,16.0
8.67,15.0
8.68,16.0
8.69,14.0
8.7,18.0
8.71,20.0
8.72,17.0
8.73,15.0
8.74,26.0
8.75,16.0
8.76,13.0
8.77,20.0
8.78,18.0
8.79,15.0
8.8,19.0
8.81,13.0
8.82,14.0
8.83,18.0
8.84,14.0
8.85,16.0
8.86,23.0
8.87,16.0
8.88,20.0
8.89,12.0
8.9,24.0
8.91,19.0
8.92,12.0
8.93,20.0
8.94,25.0
8.95,15.0
8.96,16.0
8.97,16.0
8.98,13.0
8.99,27.0
9.0,17.0
9.01,17.0
9.02,14.0
9.03,13.0
9.04,15.0
9.05,16.0
9.06,22.0
9.07,23.0
9.08,12.0
9.09,18.0
9.1,17.0
9.11,20.0
9.12,24.0
