      Vuonnemite
Diffraction data computed using the structure from the paper listed below, 
along with the cell parameters refined from the powder pattern of R050250
      Ercit T S, Cooper M A, Hawthorne F C
      The Canadian Mineralogist 36 (1998) 1311-1320
      The crystal structure of vuonnemite, Na11TiNb2(Si2O7)2(PO4)2O3(F,OH),
      a phosphate-bearing sorosilicate of the lomonosovite group
      Locality: Ilimaussaq, Greenland

      CELL PARAMETERS:   5.4890  7.1680 14.4310   92.600   95.370   90.620
      SPACE GROUP: P-1       

                44.73          1.17        2.0260   -2   2   3
                45.13         10.53        2.0091    2   2   2
                45.14          1.50        2.0087   -2  -1   5
                45.29          2.36        2.0021    1  -3   3
                45.44          3.14        1.9958    0  -1   7
                45.71          1.47        1.9849   -2   1   5
                45.78          2.29        1.9820   -1   0   7
                45.87          5.30        1.9783    1   2   5
                46.44          3.48        1.9553    2  -2   3
                46.65          6.50        1.9472    0   1   7
                46.68          1.15        1.9458    0   3   4
                46.88          1.77        1.9378   -2  -2   4
                47.27          2.67        1.9229    1   3   3
                48.03          1.31        1.8944    2   2   3
                48.09          1.74        1.8920    2   0   5
                48.14         11.84        1.8901   -2   0   6
                48.44          4.55        1.8793    1  -3   4
                48.90          7.16        1.8625    1  -2   6
                49.87          2.60        1.8286   -3   0   1
                50.24          1.93        1.8160    0  -2   7
                50.39          2.78        1.8111   -2   3   0
                50.39          1.40        1.8109    2   1   5
                50.63          1.02        1.8029   -2   3   1
                50.80          2.39        1.7974    1   3   4
                51.00          9.03        1.7908    2  -3   1
                51.02         29.47        1.7899    0   4   0
                51.11          8.34        1.7870    1   2   6
                51.13          1.06        1.7864    0  -4   1
                51.20          4.76        1.7841    2   3   0
                51.58          7.09        1.7718   -2  -3   2
                51.59          1.66        1.7716   -3   1   0
                51.71          1.39        1.7678   -3  -1   1
                51.72          1.94        1.7674   -2   3   2
                51.84          1.29        1.7638   -1  -2   7
                52.14          1.64        1.7542   -1   0   8
                52.27          1.42        1.7502   -3  -1   2
                52.28          2.24        1.7499    2   3   1
                52.45          2.63        1.7445    0   2   7
