      Aegirine
Diffraction data computed using the structure from the paper listed below, 
along with the cell parameters refined from the powder pattern of R040054
      Redhammer G J, Amthauer G, Lottermoser W, Treutmann W
      European Journal of Mineralogy 12 (2000) 105-120
      Synthesis and structural properties of clinopyroxenes of the
      hedenbergite CaFeSi2O6 - aegirine NaFeSi2O6 solid-solution series
      Sample: ae90/13

      CELL PARAMETERS:   9.6570  8.8002  5.3020   90.000  107.290   90.000
      SPACE GROUP: C2/c      

           ATOM        X         Y         Z     OCCUPANCY  ISO(B)
            Na     0.00000   0.29940   0.25000     0.900     0.660
            Ca     0.00000   0.29940   0.25000     0.100     0.660
            Fe     0.00000   0.89920   0.25000     1.000     0.440
            Si     0.28980   0.08930   0.23380     1.000     0.390
            O      0.11640   0.07880   0.13780     1.000     0.580
            O      0.36030   0.25500   0.30780     1.000     0.770
            O      0.34980   0.01220   0.01170     1.000     0.650

            BOUNDS ON TWO THETA:    5.0  90.0
            LIMITS IMPOSED ON THE INDICES ARE:  +/-  8 +/-  8 +/-  4
            MAX. ABS. INTENSITY / VOLUME**2:      18.31352252    
            The INTENSITY cut off value is   1.00

               2-THETA      INTENSITY    D-SPACING   H   K   L
                13.91         38.48        6.3661    1   1   0
                19.25          3.44        4.6103    2   0   0
                20.04         19.47        4.4298   -1   1   1
                20.18         15.63        4.4001    0   2   0
                24.61          7.62        3.6172    1   1   1
                28.03          6.01        3.1831    2   2   0
                29.94        100.00        2.9847   -2   2   1
                30.81         44.77        2.9017    3   1   0
                30.92          5.36        2.8917   -3   1   1
                32.02          1.32        2.7954    1   3   0
                35.25         27.59        2.5461   -1   3   1
                35.37          1.28        2.5377   -1   1   2
                35.46         38.19        2.5312    0   0   2
                36.29         40.51        2.4755    2   2   1
                39.08          1.25        2.3052    4   0   0
                39.91          2.64        2.2588    3   1   1
                40.17          1.29        2.2448   -3   1   2
                40.99         17.46        2.2021    1   1   2
                41.14          2.41        2.1941    0   2   2
                42.60          1.71        2.1220    3   3   0
                42.69         18.96        2.1181   -3   3   1
                43.19         11.67        2.0946   -4   2   1
                44.61         10.32        2.0311   -4   0   2
                44.92          7.20        2.0177    0   4   1
                45.69          1.12        1.9856    2   4   0
                45.73          6.08        1.9839    2   0   2
                46.97          5.15        1.9346   -2   4   1
                48.36          2.96        1.8821   -5   1   1
                49.42          1.63        1.8441   -4   2   2
                49.89          3.50        1.8279    3   3   1
                50.11          1.35        1.8205   -3   3   2
                50.57          1.15        1.8049    5   1   0
                51.55          1.93        1.7729    2   4   1
                52.56          2.80        1.7413    4   2   1
                52.96         11.42        1.7288    1   5   0
                54.37          3.40        1.6873    3   1   2
                54.72          1.20        1.6776   -3   1   3
                55.33          6.77        1.6605    0   4   2
                56.21         15.73        1.6363   -2   2   3
                57.20         14.59        1.6104   -5   3   1
                57.94          7.57        1.5915    4   4   0
                59.13          1.07        1.5624    5   1   1
                60.22          4.17        1.5368    6   0   0
                60.47          4.93        1.5309   -6   0   2
                60.63          5.61        1.5273    3   5   0
                61.33          2.79        1.5115   -6   2   1
                61.37          1.44        1.5106   -4   2   3
                61.58         11.68        1.5059   -1   3   3
                61.99          5.17        1.4971    4   0   2
                62.21          1.21        1.4924   -4   4   2
                62.95          1.62        1.4766   -3   3   3
                63.42          4.77        1.4667    0   6   0
                63.59          1.60        1.4631   -5   1   3
                65.90          2.12        1.4173    4   2   2
                66.69          9.78        1.4026   -3   5   2
                67.03         14.81        1.3962    5   3   1
                67.26          2.84        1.3919    1   5   2
                68.01          5.08        1.3785    2   2   3
                68.17          2.59        1.3757   -2   4   3
                70.97          7.18        1.3280   -7   1   2
                71.22          3.78        1.3240   -5   3   3
                72.57          2.22        1.3027    7   1   0
                72.64          5.29        1.3016   -3   1   4
                72.66          3.44        1.3013    6   2   1
                73.95          1.98        1.2817   -4   0   4
                74.54          1.20        1.2730   -2   6   2
                74.81          6.88        1.2690    0   6   2
                75.05          3.41        1.2656    0   0   4
                77.05          1.50        1.2377    4   4   2
                77.64          6.66        1.2298    3   5   2
                78.30          1.93        1.2210   -1   7   1
                80.07          2.65        1.1985    1   7   1
                83.19          1.41        1.1613   -8   2   1
                83.23          3.18        1.1608   -6   0   4
                83.96          1.25        1.1526    8   0   0
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
