      Cerussite
Diffraction data computed using the structure from the paper listed below, 
along with the cell parameters refined from the powder pattern of R040069
      Chevrier G, Giester G, Heger G, Jarosch D, Wildner M, Zemann J
      Zeitschrift fur Kristallographie 199 (1992) 67-74
      Neutron single-crystal refinement of cerussite, PbCO3, and comparison with other
      aragonite-type carbonates
      Locality: Pribram, Czech Republic

      CELL PARAMETERS:   5.1824  8.4957  6.1440   90.000   90.000   90.000
      SPACE GROUP: Pmcn      

           ATOM        X         Y         Z     OCCUPANCY  ISO(B)
            Pb     0.25000   0.41702   0.24560     1.000     0.858
            C      0.25000   0.76221   0.08718     1.000     0.769
            O      0.25000   0.91299   0.09649     1.000     1.329
            O      0.46445   0.68597   0.08893     1.000     1.334

            BOUNDS ON TWO THETA:    5.0  90.0
            LIMITS IMPOSED ON THE INDICES ARE:  +/-  4 +/-  7 +/-  5
            MAX. ABS. INTENSITY / VOLUME**2:      261.9514817    
            The INTENSITY cut off value is   1.00

               2-THETA      INTENSITY    D-SPACING   H   K   L
                20.07         14.75        4.4242    1   1   0
                20.91          6.98        4.2478    0   2   0
                24.80        100.00        3.5903    1   1   1
                25.49         48.51        3.4941    0   2   1
                29.07         18.32        3.0720    0   0   2
                30.95          1.66        2.8889    0   1   2
                33.92          1.43        2.6426    1   0   2
                34.62         14.88        2.5912    2   0   0
                35.58         17.10        2.5234    1   1   2
                36.08          8.58        2.4893    0   2   2
                36.14         26.18        2.4851    1   3   0
                40.79          6.57        2.2121    2   2   0
                42.57          2.08        2.1239    0   4   0
                43.48         28.97        2.0813    2   2   1
                45.17         13.40        2.0074    0   4   1
                45.81         13.84        1.9807    2   0   2
                47.03         25.02        1.9321    1   3   2
                49.01         18.39        1.8585    1   1   3
                49.40          8.60        1.8448    0   2   3
                50.87          4.44        1.7951    2   2   2
                52.37          2.19        1.7470    0   4   2
                54.18          1.99        1.6928    3   1   0
                55.98          1.71        1.6426    2   4   0
                56.38          9.50        1.6320    3   1   1
                57.04          1.44        1.6146    1   5   0
                58.13          8.93        1.5869    2   4   1
                59.17          8.22        1.5616    1   5   1
                60.25          2.08        1.5360    0   0   4
                61.72          5.60        1.5028    2   2   3
                62.66          2.48        1.4826    3   1   2
                63.03          4.48        1.4747    3   3   0
                63.06          2.54        1.4743    0   4   3
                64.19          2.85        1.4510    1   1   4
                64.31          2.29        1.4486    2   4   2
                64.51          1.39        1.4445    0   2   4
                65.29          2.45        1.4292    1   5   2
                65.97          2.15        1.4159    0   6   0
                70.88          6.89        1.3295    3   3   2
                71.39          3.24        1.3213    2   0   4
                72.32          6.42        1.3066    1   3   4
                72.43          5.51        1.3048    3   1   3
                73.03          2.04        1.2956    4   0   0
                73.67          2.98        1.2859    0   6   2
                73.97          5.10        1.2814    2   4   3
                74.89          4.70        1.2679    1   5   3
                75.33          1.20        1.2617    2   2   4
                76.70          3.49        1.2425    2   6   0
                78.78          3.67        1.2148    4   2   1
                80.45          2.02        1.1938    4   0   2
                80.88          3.43        1.1885    3   5   1
                81.25          3.27        1.1840    1   1   5
                81.55          1.55        1.1804    0   2   5
                83.26          2.99        1.1604    1   7   1
                84.02          3.60        1.1519    2   6   2
                84.26          1.13        1.1493    4   2   2
                86.33          1.11        1.1269    3   5   2
                87.69          1.05        1.1129    1   5   4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
