angle,intensity
5.0,26.0
5.01,19.0
5.02,20.0
5.03,14.0
5.04,13.0
5.05,22.0
5.06,16.0
5.07,22.0
5.08,19.0
5.09,12.0
5.1,17.0
5.11,16.0
5.12,20.0
5.13,24.0
5.14,15.0
5.15,15.0
5.16,12.0
5.17,18.0
5.18,13.0
5.19,21.0
5.2,17.0
5.21,15.0
5.22,15.0
5.23,16.0
5.24,21.0
5.25,21.0
5.26,16.0
5.27,9.0
5.28,13.0
5.29,23.0
5.3,16.0
5.31,22.0
5.32,21.0
5.33,18.0
5.34,17.0
5.35,19.0
5.36,23.0
5.37,26.0
5.38,14.0
5.39,12.0
5.4,26.0
5.41,18.0
5.42,19.0
5.43,14.0
5.44,14.0
5.45,14.0
5.46,20.0
5.47,17.0
5.48,13.0
5.49,19.0
5.5,22.0
5.51,17.0
5.52,24.0
5.53,15.0
5.54,18.0
5.55,20.0
5.56,28.0
5.57,14.0
5.58,20.0
5.59,23.0
5.6,22.0
5.61,14.0
5.62,19.0
5.63,16.0
5.64,26.0
5.65,20.0
5.66,18.0
5.67,13.0
5.68,20.0
5.69,21.0
5.7,18.0
5.71,20.0
5.72,21.0
5.73,18.0
5.74,11.0
5.75,17.0
5.76,11.0
5.77,19.0
5.78,20.0
5.79,21.0
5.8,21.0
5.81,21.0
5.82,24.0
5.83,25.0
5.84,24.0
5.85,19.0
5.86,24.0
5.87,26.0
5.88,17.0
5.89,18.0
5.9,17.0
5.91,14.0
5.92,27.0
5.93,25.0
5.94,25.0
5.95,21.0
5.96,23.0
5.97,28.0
5.98,21.0
5.99,30.0
6.0,33.0
6.01,22.0
6.02,24.0
6.03,25.0
6.04,29.0
6.05,24.0
6.06,23.0
6.07,24.0
6.08,28.0
6.09,21.0
6.1,24.0
6.11,34.0
6.12,25.0
6.13,27.0
6.14,28.0
6.15,25.0
6.16,27.0
6.17,31.0
6.18,23.0
6.19,20.0
6.2,28.0
6.21,31.0
6.22,22.0
6.23,19.0
6.24,23.0
6.25,28.0
6.26,34.0
6.27,45.0
6.28,29.0
6.29,27.0
6.3,23.0
6.31,30.0
6.32,31.0
6.33,28.0
6.34,27.0
6.35,24.0
6.36,22.0
6.37,30.0
6.38,31.0
6.39,22.0
6.4,36.0
6.41,30.0
6.42,21.0
6.43,26.0
6.44,18.0
6.45,45.0
6.46,22.0
6.47,27.0
6.48,29.0
6.49,26.0
6.5,28.0
6.51,35.0
6.52,26.0
6.53,27.0
6.54,28.0
6.55,27.0
6.56,23.0
6.57,25.0
6.58,26.0
6.59,26.0
6.6,16.0
6.61,23.0
6.62,19.0
6.63,28.0
6.64,26.0
6.65,27.0
6.66,15.0
6.67,19.0
6.68,22.0
6.69,21.0
6.7,31.0
6.71,26.0
6.72,25.0
6.73,15.0
6.74,29.0
6.75,26.0
6.76,27.0
6.77,23.0
6.78,23.0
6.79,25.0
6.8,19.0
6.81,22.0
6.82,19.0
6.83,22.0
6.84,14.0
6.85,33.0
6.86,17.0
6.87,20.0
6.88,19.0
6.89,19.0
6.9,18.0
6.91,17.0
6.92,12.0
6.93,17.0
6.94,12.0
6.95,19.0
6.96,20.0
6.97,16.0
6.98,10.0
6.99,14.0
7.0,14.0
7.01,14.0
7.02,18.0
7.03,16.0
7.04,10.0
7.05,20.0
7.06,13.0
7.07,16.0
7.08,17.0
7.09,14.0
7.1,15.0
7.11,15.0
7.12,8.0
7.13,15.0
7.14,17.0
7.15,20.0
7.16,17.0
7.17,16.0
7.18,15.0
7.19,14.0
7.2,12.0
7.21,19.0
7.22,13.0
7.23,10.0
7.24,16.0
7.25,20.0
7.26,14.0
7.27,16.0
7.28,10.0
7.29,18.0
7.3,11.0
7.31,21.0
7.32,21.0
7.33,23.0
7.34,22.0
7.35,18.0
7.36,19.0
7.37,11.0
7.38,17.0
7.39,13.0
7.4,12.0
7.41,19.0
7.42,19.0
7.43,16.0
7.44,11.0
7.45,20.0
7.46,11.0
7.47,19.0
7.48,18.0
7.49,14.0
7.5,21.0
7.51,19.0
7.52,13.0
7.53,11.0
7.54,14.0
7.55,13.0
7.56,9.0
7.57,19.0
7.58,18.0
7.59,9.0
7.6,22.0
7.61,17.0
7.62,13.0
7.63,13.0
7.64,17.0
7.65,15.0
7.66,15.0
7.67,15.0
7.68,22.0
7.69,20.0
7.7,14.0
7.71,19.0
7.72,12.0
7.73,16.0
7.74,18.0
7.75,13.0
7.76,14.0
7.77,7.0
7.78,13.0
7.79,16.0
7.8,13.0
7.81,18.0
7.82,10.0
7.83,17.0
7.84,7.0
7.85,18.0
7.86,12.0
7.87,13.0
7.88,18.0
7.89,17.0
7.9,10.0
7.91,16.0
7.92,12.0
7.93,13.0
7.94,15.0
7.95,16.0
7.96,15.0
7.97,14.0
7.98,14.0
7.99,14.0
8.0,15.0
8.01,20.0
8.02,10.0
8.03,15.0
8.04,19.0
8.05,12.0
8.06,14.0
8.07,9.0
8.08,15.0
8.09,10.0
8.1,23.0
8.11,18.0
8.12,9.0
8.13,20.0
8.14,16.0
8.15,21.0
8.16,10.0
8.17,12.0
8.18,13.0
8.19,11.0
8.2,15.0
8.21,18.0
8.22,12.0
8.23,12.0
8.24,6.0
8.25,14.0
8.26,13.0
8.27,13.0
8.28,11.0
8.29,19.0
8.3,12.0
8.31,7.0
8.32,16.0
8.33,19.0
8.34,16.0
8.35,14.0
8.36,17.0
8.37,12.0
8.38,14.0
8.39,12.0
8.4,12.0
8.41,19.0
8.42,12.0
8.43,14.0
8.44,13.0
8.45,10.0
8.46,10.0
8.47,13.0
8.48,27.0
8.49,15.0
8.5,16.0
8.51,17.0
8.52,10.0
8.53,12.0
8.54,12.0
8.55,13.0
8.56,11.0
8.57,13.0
8.58,5.0
8.59,9.0
8.6,13.0
8.61,17.0
8.62,16.0
8.63,14.0
8.64,14.0
8.65,18.0
8.66,8.0
8.67,11.0
8.68,16.0
8.69,15.0
8.7,11.0
8.71,17.0
8.72,9.0
8.73,11.0
8.74,20.0
8.75,11.0
8.76,8.0
8.77,9.0
8.78,11.0
8.79,21.0
8.8,13.0
8.81,16.0
8.82,15.0
8.83,17.0
8.84,13.0
8.85,11.0
8.86,19.0
8.87,10.0
8.88,7.0
8.89,22.0
8.9,16.0
8.91,6.0
8.92,16.0
8.93,10.0
8.94,16.0
8.95,15.0
8.96,18.0
8.97,9.0
8.98,18.0
8.99,12.0
9.0,11.0
9.01,15.0
9.02,8.0
9.03,16.0
9.04,14.0
9.05,16.0
9.06,5.0
9.07,13.0
9.08,10.0
9.09,15.0
9.1,13.0
9.11,19.0
9.12,16.0
9.13,13.0
9.14,16.0
9.15,16.0
9.16,13.0
9.17,13.0
9.18,13.0
9.19,12.0
9.2,8.0
9.21,17.0
9.22,14.0
9.23,15.0
9.24,13.0
9.25,13.0
9.26,13.0
9.27,18.0
9.28,14.0
9.29,19.0
9.3,15.0
9.31,10.0
9.32,16.0
9.33,10.0
9.34,12.0
9.35,15.0
9.36,14.0
9.37,16.0
9.38,13.0
9.39,12.0
9.4,14.0
9.41,20.0
9.42,17.0
9.43,14.0
9.44,17.0
9.45,17.0
9.46,18.0
9.47,10.0
9.48,9.0
9.49,18.0
9.5,18.0
9.51,12.0
9.52,15.0
9.53,16.0
9.54,11.0
9.55,13.0
9.56,11.0
9.57,15.0
9.58,21.0
9.59,6.0
9.6,17.0
9.61,17.0
9.62,14.0
9.63,16.0
9.64,17.0
9.65,14.0
9.66,15.0
9.67,16.0
9.68,17.0
9.69,13.0
9.7,12.0
9.71,13.0
9.72,16.0
9.73,13.0
9.74,17.0
9.75,21.0
9.76,14.0
9.77,12.0
9.78,13.0
9.79,19.0
9.8,19.0
9.81,23.0
9.82,17.0
9.83,25.0
9.84,21.0
9.85,19.0
9.86,15.0
9.87,19.0
9.88,24.0
9.89,19.0
9.9,16.0
9.91,14.0
9.92,26.0
9.93,14.0
9.94,13.0
9.95,22.0
9.96,18.0
9.97,12.0
9.98,19.0
9.99,12.0
10.0,33.0
10.01,26.0
10.02,14.0
10.03,20.0
10.04,12.0
10.05,26.0
10.06,14.0
10.07,20.0
10.08,16.0
10.09,19.0
10.1,22.0
10.11,22.0
10.12,32.0
10.13,24.0
10.14,17.0
10.15,11.0
10.16,17.0
10.17,17.0
10.18,21.0
10.19,18.0
10.2,23.0
10.21,24.0
10.22,16.0
10.23,25.0
10.24,24.0
10.25,14.0
10.26,15.0
10.27,13.0
10.28,28.0
10.29,13.0
10.3,23.0
10.31,23.0
10.32,15.0
10.33,24.0
10.34,27.0
10.35,21.0
10.36,28.0
10.37,19.0
10.38,28.0
10.39,28.0
10.4,29.0
10.41,26.0
10.42,24.0
10.43,25.0
10.44,19.0
10.45,18.0
10.46,23.0
10.47,17.0
10.48,24.0
10.49,26.0
10.5,30.0
10.51,20.0
10.52,21.0
10.53,20.0
10.54,23.0
10.55,25.0
10.56,20.0
10.57,19.0
10.58,18.0
10.59,25.0
10.6,18.0
10.61,14.0
10.62,15.0
10.63,19.0
10.64,20.0
10.65,17.0
10.66,25.0
10.67,28.0
10.68,21.0
10.69,33.0
10.7,33.0
10.71,27.0
10.72,17.0
10.73,17.0
10.74,21.0
10.75,29.0
10.76,16.0
10.77,18.0
10.78,17.0
10.79,18.0
10.8,21.0
10.81,24.0
10.82,22.0
10.83,16.0
10.84,18.0
10.85,34.0
10.86,16.0
10.87,28.0
10.88,23.0
10.89,15.0
10.9,26.0
