angle,intensity
5.0,44.0
5.01,39.0
5.02,43.0
5.03,37.0
5.04,38.0
5.05,41.0
5.06,28.0
5.07,37.0
5.08,36.0
5.09,40.0
5.1,38.0
5.11,37.0
5.12,41.0
5.13,27.0
5.14,30.0
5.15,47.0
5.16,54.0
5.17,39.0
5.18,30.0
5.19,25.0
5.2,34.0
5.21,38.0
5.22,45.0
5.23,45.0
5.24,40.0
5.25,52.0
5.26,36.0
5.27,38.0
5.28,28.0
5.29,43.0
5.3,47.0
5.31,31.0
5.32,36.0
5.33,34.0
5.34,41.0
5.35,40.0
5.36,37.0
5.37,40.0
5.38,45.0
5.39,37.0
5.4,38.0
5.41,47.0
5.42,48.0
5.43,42.0
5.44,41.0
5.45,35.0
5.46,43.0
5.47,37.0
5.48,35.0
5.49,31.0
5.5,30.0
5.51,44.0
5.52,33.0
5.53,40.0
5.54,39.0
5.55,34.0
5.56,40.0
5.57,34.0
5.58,41.0
5.59,37.0
5.6,36.0
5.61,30.0
5.62,29.0
5.63,30.0
5.64,41.0
5.65,32.0
5.66,36.0
5.67,31.0
5.68,39.0
5.69,37.0
5.7,41.0
5.71,46.0
5.72,37.0
5.73,27.0
5.74,46.0
5.75,30.0
5.76,39.0
5.77,32.0
5.78,21.0
5.79,34.0
5.8,41.0
5.81,39.0
5.82,27.0
5.83,37.0
5.84,37.0
5.85,33.0
5.86,34.0
5.87,44.0
5.88,36.0
5.89,33.0
5.9,52.0
5.91,34.0
5.92,39.0
5.93,38.0
5.94,36.0
5.95,33.0
5.96,44.0
5.97,31.0
5.98,33.0
5.99,39.0
6.0,33.0
6.01,33.0
6.02,44.0
6.03,33.0
6.04,33.0
6.05,32.0
6.06,34.0
6.07,44.0
6.08,37.0
6.09,36.0
6.1,38.0
6.11,31.0
6.12,38.0
6.13,49.0
6.14,29.0
6.15,39.0
6.16,38.0
6.17,42.0
6.18,40.0
6.19,41.0
6.2,42.0
6.21,37.0
6.22,39.0
6.23,41.0
6.24,43.0
6.25,38.0
6.26,42.0
6.27,49.0
6.28,38.0
6.29,37.0
6.3,29.0
6.31,39.0
6.32,38.0
6.33,42.0
6.34,28.0
6.35,27.0
6.36,38.0
6.37,36.0
6.38,33.0
6.39,48.0
6.4,37.0
6.41,39.0
6.42,39.0
6.43,50.0
6.44,31.0
6.45,61.0
6.46,27.0
6.47,38.0
6.48,33.0
6.49,35.0
6.5,39.0
6.51,36.0
6.52,41.0
6.53,41.0
6.54,42.0
6.55,49.0
6.56,33.0
6.57,31.0
6.58,48.0
6.59,36.0
6.6,48.0
6.61,38.0
6.62,42.0
6.63,37.0
6.64,27.0
6.65,34.0
6.66,34.0
6.67,43.0
6.68,36.0
