      Vuonnemite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from single crystal data of R080015
      Ercit T S, Cooper M A, Hawthorne F C
      The Canadian Mineralogist 36 (1998) 1311-1320
      The crystal structure of vuonnemite, Na11TiNb2(Si2O7)2(PO4)2O3(F,OH),
      a phosphate-bearing sorosilicate of the lomonosovite group
      Locality: Lovozero, Kola Peninsula, Russia
      _database_code_amcsd 0005582

      CELL PARAMETERS:   5.4760  7.1410 14.4000   92.570   95.310   90.590
      SPACE GROUP: P-1       

                44.88          1.07        2.0196   -2   2   3
                45.23         10.02        2.0048    2   2   2
                45.27          1.44        2.0031   -2  -1   5
                45.46          2.22        1.9952    1  -3   3
                45.55          2.96        1.9912    0  -1   7
                45.85          1.43        1.9793   -2   1   5
                45.90          2.22        1.9772   -1   0   7
                45.97          5.14        1.9743    1   2   5
                46.57          3.35        1.9500    2  -2   3
                46.75          6.44        1.9433    0   1   7
                46.83          1.11        1.9401    0   3   4
                47.03          1.67        1.9321   -2  -2   4
                47.40          2.47        1.9178    1   3   3
                48.13          1.27        1.8906    2   2   3
                48.18          1.71        1.8889    2   0   5
                48.28         11.43        1.8850   -2   0   6
                48.61          4.37        1.8731    1  -3   4
                49.04          6.94        1.8578    1  -2   6
                50.00          2.48        1.8242   -3   0   1
                50.38          1.80        1.8111    0  -2   7
                50.48          1.26        1.8080    2   1   5
                50.57          2.67        1.8049   -2   3   0
                50.93          2.35        1.7929    1   3   4
                51.18          8.74        1.7848    2  -3   1
                51.22          8.07        1.7836    1   2   6
                51.23         28.08        1.7833    0   4   0
                51.36          4.48        1.7791    2   3   0
                51.73          1.56        1.7672   -3   1   0
                51.75          6.81        1.7664   -2  -3   2
                51.84          1.33        1.7636   -3  -1   1
                51.91          1.81        1.7613   -2   3   2
                52.00          1.21        1.7587   -1  -2   7
                52.28          1.54        1.7500   -1   0   8
                52.41          1.41        1.7459   -3  -1   2
                52.43          2.19        1.7453    2   3   1
                52.58          2.54        1.7406    0   2   7
                52.72          4.68        1.7362   -1   3   5
                53.10          1.88        1.7248    0  -3   6
                53.40          1.52        1.7157   -1  -1   8
                53.43          4.85        1.7149   -2   0   7
                53.80          2.19        1.7040   -3  -1   3
                53.88          4.09        1.7017   -3   1   3
                53.89          2.57        1.7012   -1   2   7
                54.17          1.44        1.6933    1  -4   1
                54.39          2.72        1.6869    2  -1   6
                54.45          2.47        1.6850    3  -1   2
                54.46          5.57        1.6849   -2  -2   6
                54.58          5.06        1.6814    1  -2   7
                55.13          1.23        1.6660    3   1   2
                55.27          1.25        1.6622    1   4   1
                55.28          1.64        1.6616    1  -4   2
                55.54          1.13        1.6547    2   1   6
                55.75          3.83        1.6487   -2   2   6
                55.97          1.30        1.6430   -3  -1   4
                56.44          2.10        1.6304    0  -2   8
                56.46          7.24        1.6299   -3   2   1
                56.48          1.94        1.6293   -2   3   4
                56.50          4.60        1.6288   -3   2   0
                56.50          2.02        1.6286   -1  -4   3
                56.59          2.07        1.6264    0  -4   4
                56.90          8.41        1.6184   -3  -2   1
                56.90          4.18        1.6182    1   2   7
                56.93          1.53        1.6175    2   3   3
                57.23          3.87        1.6098    3   2   0
                57.33          2.39        1.6072    3  -2   1
                57.47          1.82        1.6036   -3   0   5
                57.74          7.09        1.5967   -1  -2   8
                57.74          1.22        1.5966    1   1   8
                57.95          5.22        1.5914    0   0   9
                58.11          4.48        1.5874    0  -3   7
                58.34          1.22        1.5817    3   2   1
                58.40          1.10        1.5802   -2  -3   5
                58.59          1.65        1.5754   -3  -2   3
                58.74          2.18        1.5719   -3   2   3
                58.76          4.71        1.5714    0   2   8
                58.86          1.70        1.5689   -3  -1   5
                58.91          3.54        1.5679    2   0   7
                58.91          1.81        1.5678    0   4   4
                58.93          1.60        1.5672    3  -2   2
                59.08          1.17        1.5636   -2  -2   7
                59.11          3.04        1.5629    3   0   4
                59.80          7.71        1.5466   -1   2   8
                59.82          5.69        1.5461    0  -4   5
                60.13          1.25        1.5388   -2  -1   8
                60.15          1.16        1.5383    0   1   9
                60.58          1.48        1.5284   -3  -2   4
                61.01          2.36        1.5188   -3   2   4
                61.45          1.53        1.5090    2  -3   5
                61.75          1.74        1.5023   -2   4   0
                62.03          4.93        1.4961   -2   4   1
                62.40          3.12        1.4882   -2  -4   1
                62.61          4.86        1.4836    0   4   5
                62.67          1.75        1.4825    2   4   0
                62.88          2.05        1.4780   -2  -4   2
                63.07          2.96        1.4741   -2   4   2
